Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Link,Abstract,Author Keywords
Yadava M.; Kumar P.; Saini R.; Roy P.P.; Prosad Dogra D.,"Yadava, Mahendra (57193672890); Kumar, Pradeep (57217398142); Saini, Rajkumar (57190288840); Roy, Partha Pratim (56880478500); Prosad Dogra, Debi (35408975400)",57193672890; 57217398142; 57190288840; 56880478500; 35408975400,Analysis of EEG signals and its application to neuromarketing,2017,Multimedia Tools and Applications,76,18,,19087,19111,24,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015617077&doi=10.1007%2fs11042-017-4580-6&partnerID=40&md5=206de3daafc776a90950d30e670826ba,"Marketing and promotions of various consumer products through advertisement campaign is a well known practice to increase the sales and awareness amongst the consumers. This essentially leads to increase in profit to a manufacturing unit. Re-production of products usually depends on the various facts including consumption in the market, reviewer’s comments, ratings, etc. However, knowing consumer preference for decision making and behavior prediction for effective utilization of a product using unconscious processes is called “Neuromarketing”. This field is emerging fast due to its inherent potential. Therefore, research work in this direction is highly demanded, yet not reached a satisfactory level. In this paper, we propose a predictive modeling framework to understand consumer choice towards E-commerce products in terms of “likes” and “dislikes” by analyzing EEG signals. The EEG signals of volunteers with varying age and gender were recorded while they browsed through various consumer products. The experiments were performed on the dataset comprised of various consumer products. The accuracy of choice prediction was recorded using a user-independent testing approach with the help of Hidden Markov Model (HMM) classifier. We have observed that the prediction results are promising and the framework can be used for better business model. © 2017, Springer Science+Business Media New York.",Choice prediction; Consumer behavior; EEG; Neuromarketing; Neuroscience
Baldo D.; Parikh H.; Piu Y.; Müller K.-M.,"Baldo, Davide (56928103300); Parikh, Hirak (57224068347); Piu, Yvonne (57224092495); Müller, Kai-Markus (57210537798)",56928103300; 57224068347; 57224092495; 57210537798,Brain Waves Predict Success of New Fashion Products: A Practical Application for the Footwear Retailing Industry,2015,Journal of Creating Value,1,1,,61,71,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002329321&doi=10.1177%2f2394964315569625&partnerID=40&md5=de8cc260873f20c65984f00679ebefa3,"Every year, retailers launch a myriad of new products. The success rate of such new products directly influences a retailer's success in terms of gross profit, customer loyalty and brand image. In the past decades, many self-report and focus group based methods were implemented to gain insights in future market performance of new products. However, social psychology and market research studies have established that self-reports are unreliable to accurately predict customer preference. In this article, we propose a novel approach based on brain data to forecast product performance and discuss the importance of pre-market forecasting in the footwear retailing industry. We implemented and validated the tool in collaboration with a European shoe store chain. This case study showed that self-report based methods cannot accurately foretell success, while using brain data the prediction accuracy reached 80 per cent. We also compared how these two different methods might influence company gross profit. Simulations based on sales data showed that self-report based prediction would lead to a 12.1 per cent profit growth, while brain scan based prediction would increase profit by 36.4 per cent. Thus, this innovative neuroscientific approach greatly improves brand image and brings considerable value for organizations, shareholders as well as consumers. © 2015 SAGE.",brain scans; brand image; fashion consumer behaviour; neuromarketing; retail; Sales forecasting
Vecchiato G.; Toppi J.; Astolfi L.; Cincotti F.; De Vico Fallani F.; Maglione A.G.; Borghini G.; Cherubino P.; Mattia D.; Babiloni F.,"Vecchiato, G. (30567911800); Toppi, J. (36022079200); Astolfi, L. (6603156928); Cincotti, F. (7003991802); De Vico Fallani, F. (23388121000); Maglione, A.G. (35318192300); Borghini, G. (36145850800); Cherubino, P. (54894299700); Mattia, D. (7003828922); Babiloni, F. (7006787992)",30567911800; 36022079200; 6603156928; 7003991802; 23388121000; 35318192300; 36145850800; 54894299700; 7003828922; 7006787992,The added value of the electrical neuroimaging for the evaluation of marketing stimuli,2012,Bulletin of the Polish Academy of Sciences: Technical Sciences,60,3,,419,426,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882429498&doi=10.2478%2fv10175-012-0053-2&partnerID=40&md5=0ab40b219e4f68ea74f3a9353ad3c791,"There is a large interest in the marketing world to use the neuroimaging tools as a possible aid to evaluate the efficacy of a commercial advertisement. Such an area of study is called ""neuromarketing"". Here we illustrate some applications of electrical neuroimaging, a discipline using EEG and intensive signal processing techniques for the evaluation of such marketing stimuli. We will show which kind of information is possible to gather with these methodologies while persons are watching marketing relevant stimuli. Such information is related to the memorization and attention of commercial advertisements. We noted that temporal and frequency patterns of EEG signals are able to return descriptors of cognitive process in subjects that watched such commercial announcements. The described EEG methodologies could be then employed both to better design new products that are going to be promoted on the market as well as to analyse the global cognitive impact of commercial videos already broadcasted.",Attention; EEG; Memory; Neuromarketing
Hensel D.; Wolter L.-C.; Znanewitz J.,"Hensel, David (57192974777); Wolter, Lisa-Charlotte (57079948100); Znanewitz, Judith (57192974974)",57192974777; 57079948100; 57192974974,A Guideline for ethical aspects in conducting neuromarketing studies,2016,Ethics and Neuromarketing: Implications for Market Research and Business Practice,,,,65,87,22,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009651119&doi=10.1007%2f978-3-319-45609-6_4&partnerID=40&md5=c604d533f8711179152636bfb955f084,"The application of neuroscience in the field of marketing is attracting companies with the prospect of an extensive understanding of consumer behavior. Recent technological developments in hard- and software solutions to measure brain and body reactions have led to promising opportunities for practitioners and academics in the field of marketing. Besides the developments’ potential advantages, the commercial perspective of neuromarketing raises several ethical questions. Marketing practitioners need to be aware of the ethical aspects that the different tools, like eye tracking, EEG, and fMRI, imply when they conduct a neuromarketing study. Since recent guidelines deliver rather general instructions and are limited in their tool-specific perspective, the development of a comprehensive guideline for conducting ethically correct neuromarketing is imperative. In past years some codes have emerged, but to date no substantial ethical framework meeting academic and business standards as well as questions related to different tools has been developed. The aim of this chapter is to shed light on existing ethical guidelines with respect to tool-based distinctions in order to provide reliable answers for both academics and marketing practitioners. © Springer International Publishing Switzerland 2017.",Code of conduct; Consumer neuroscience; Neuromarketing; NMSBA; Research conduct; Scientific validity
Schneider T.; Woolgar S.,"Schneider, Tanja (36987617900); Woolgar, Steve (6601946617)",36987617900; 6601946617,Technologies of ironic revelation: Enacting consumers in neuromarkets,2012,Consumption Markets and Culture,15,2,,169,189,20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860307057&doi=10.1080%2f10253866.2012.654959&partnerID=40&md5=3be699b0c7d21d3869d81b1540e8f858,"Neuroscience is increasingly considered a possible basis for new business and management practices. A prominent example of this trend is neuromarketing - a relatively new form of market and consumer research that applies neuroscience to marketing by employing brain imaging or measurement technology to anticipate consumers' response to, for instance, products, packaging or advertising. In this paper, we draw attention to the ways in which certain neuromarketing technologies simultaneously reveal and enact a particular version of the consumer. The revelation is ironic in the sense that it entails the construction of a contrast between what appears to be the case - consumers' accounts of why they prefer certain products over others - and what can be shown to be the case as a result of the application of the technology - the hidden or concealed truth. This contrast structure characterises much of the academic and popular literature on neuromarketing, and helps explain the distribution of accountability relations associated with assessments of its effectiveness. © 2012 Copyright Taylor and Francis Group, LLC.",accountability; consumers; market research; neuromarketing; science and technology studies; technologies of ironic revelation
Ariely D.; Berns G.S.,"Ariely, Dan (7003817999); Berns, Gregory S. (7004116373)",7003817999; 7004116373,Neuromarketing: The hope and hype of neuroimaging in business,2010,Nature Reviews Neuroscience,11,4,,284,292,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949875768&doi=10.1038%2fnrn2795&partnerID=40&md5=19b425d0c31b23d9f22c98b50a08e089,"The application of neuroimaging methods to product marketing neuromarketing has recently gained considerable popularity. We propose that there are two main reasons for this trend. First, the possibility that neuroimaging will become cheaper and faster than other marketing methods; and second, the hope that neuroimaging will provide marketers with information that is not obtainable through conventional marketing methods. Although neuroimaging is unlikely to be cheaper than other tools in the near future, there is growing evidence that it may provide hidden information about the consumer experience. The most promising application of neuroimaging methods to marketing may come before a product is even released when it is just an idea being developed. © 2010 Macmillan Publishers Limited. All rights reserved.",
Mileti A.; Guido G.; Prete M.I.,"Mileti, Antonio (55625756500); Guido, Gianluigi (16425388800); Prete, M. Irene (35148342600)",55625756500; 16425388800; 35148342600,Nanomarketing: A New Frontier for Neuromarketing,2016,Psychology and Marketing,33,8,,664,674,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979072572&doi=10.1002%2fmar.20907&partnerID=40&md5=6d0e0369b492ffed4436481d8eebd336,"The emergence of neuromarketing has significantly advanced conventional marketing research, illuminating how unconscious responses and emotions impact consumers’ perceptions and decision-making processes. Neuromarketing is founded on the assumption that individual sensory and motor systems can be identified in specific networks of brain cells, the observation of which can reveal the unconscious or emotional characteristics of consumer decision making. Yet, neuromarketing technologies present several limitations that can impede the extension and validation of their application: (i) the development of high-priced and time-restricted neuroimaging experiments; (ii) the employment of large and immovable devices confined to artificial laboratory environments; (iii) the use of a single neuroimaging technology at a time (usually the functional magnetic resonance imaging); (iv) the use of a single nonneuroimaging device at a time; and (v) the potentially unethical manipulation of research subjects. One way to address these issues involves nanotechnologies, which present a ground-breaking opportunity for neuromarketing research. These technologies encompass not only the traditional notion of structures, devices, and systems created by limiting shape and size at the nanometer scale, but also the new miniaturized tools based on one or more nanocomponents. The integration of neuromarketing and nanotechnologies could start a new field of research, which is termed here nanomarketing. Nanomarketing makes it possible to: (i) carry out noninvasive and nonintrusive experiments in shopping places; (ii) monitor consumers’ mental processes in real time; (iii) combine different technologies to corroborate results obtained by different neuroscientific tools; (iv) integrate neurophysiological field indicators with laboratory neuroimaging results; and (v) highlight ethical issues raised by the use of these novel, portable, and easy-to-use nanodevices. This study thus has a twofold aim: (i) investigating both the limitations and opportunities, for researchers and practitioners, that accompany the miniaturization process and application of nanotechnologies to neuromarketing; and (ii) providing a critical review of the aforementioned limitations, highlighting the theoretical and managerial implications, and summarizing the discussion for future research. © 2016 Wiley Periodicals, Inc.",
Spranger T.M.,"Spranger, Tade Matthias (6602995750)",6602995750,International neurolaw: A comparative analysis,2013,International Neurolaw: A Comparative Analysis,9.78364E+12,,,1,411,410,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945664185&doi=10.1007%2f978-3-642-21541-4&partnerID=40&md5=dc4b39efb3e95b0bb1a53e5c254c534a,"Whereas the past few years have repeatedly been referred to as the ""era of biotechnology"", most recently the impression has emerged that at least the same degree of attention is being paid to the latest developments in the field of neurosciences. It has now become nearly impossible to maintain an overview of the number of research projects dealing with the functionality of the brain - for example concerning its organizational structure - or projects dealing with the topics of legal responsibility, brain-computer interface applications, neuromarketing, lie detection or mind reading. These procedures are connected to a number of legal questions concerning the framework conditions of research projects as well as the right approach to the findings generated. Given the primary importance of the topic for the latest developments, it is essential to compare the different legal systems and strategies that they offer for dealing with these legal implications. Therefore, the book International Neurolaw - A Comparative Analysis contains several country reports from around the world, as well as those of international organizations such as UNESCO, in order to show the different legal approaches to the topic and possible interactions. © Springer-Verlag Berlin Heidelberg 2012. All rights are reserved.",
Mostafa M.M.,"Mostafa, Mohamed M. (7102550252)",7102550252,Functional neuroimaging applications in marketing: some methodological and statistical considerations:,2014,Qualitative Market Research,17,4,,343,372,29,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006282733&doi=10.1108%2fQMR-06-2011-0003&partnerID=40&md5=ddaed641e184ffe2d970efe7fe9d9f12,"Purpose – The purpose of this paper is to review recent applications of functional magnetic resonance imaging (fMRI) and other neuroimaging techniques in marketing and advertising, and to present some methodological and statistical considerations that should be taken into consideration when applying fMRI to study consumers’ cognitive behavior related to marketing phenomena. Design/methodology/approach – A critical approach to investigate three methodological issues related to fMRI applications in marketing is adopted. These issues deal mainly with brain activation regions, event-related fMRI and signal-to-noise ratio. Statistical issues related to fMRI data pre-processing, analyzing and reporting are also investigated. Findings – Neuroimaging cognitive techniques have great potential in marketing and advertising. This is because, unlike conventional marketing research methods, neuroimaging data are much less susceptible to social desirability and “interviewer’s” effect. Thus, it is expected that using neuroimaging methods to investigate which areas in a consumer’s brain are activated in response to a specific marketing stimulus can provide a much more honest indicator of their cognition compared to traditional marketing research tools such as focus groups and questionnaires. Originality/value – By merging disparate fields, such as marketing, neuroscience and cognitive psychology, this research presents a comprehensive critical review of how neuroscientific methods can be used to test existing marketing theories. © 2014, © Emerald Group Publishing Limited.",fMRI; Functional neuroanatomy; Neuromarketing; Statistical parametric maps
Javor A.; Koller M.; Lee N.; Chamberlain L.; Ransmayr G.,"Javor, Andrija (54951836800); Koller, Monika (34167978800); Lee, Nick (18037701400); Chamberlain, Laura (15764302300); Ransmayr, Gerhard (7004559368)",54951836800; 34167978800; 18037701400; 15764302300; 7004559368,Neuromarketing and consumer neuroscience: Contributions to neurology,2013,BMC Neurology,13,,13,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873275207&doi=10.1186%2f1471-2377-13-13&partnerID=40&md5=894b06c26b47ce265cbbdf0a52b934ea,"Background: 'Neuromarketing' is a term that has often been used in the media in recent years. These public discussions have generally centered around potential ethical aspects and the public fear of negative consequences for society in general, and consumers in particular. However, positive contributions to the scientific discourse from developing a biological model that tries to explain context-situated human behavior such as consumption have often been neglected. We argue for a differentiated terminology, naming commercial applications of neuroscientific methods 'neuromarketing' and scientific ones 'consumer neuroscience'. While marketing scholars have eagerly integrated neuroscientific evidence into their theoretical framework, neurology has only recently started to draw its attention to the results of consumer neuroscience.Discussion: In this paper we address key research topics of consumer neuroscience that we think are of interest for neurologists; namely the reward system, trust and ethical issues. We argue that there are overlapping research topics in neurology and consumer neuroscience where both sides can profit from collaboration. Further, neurologists joining the public discussion of ethical issues surrounding neuromarketing and consumer neuroscience could contribute standards and experience gained in clinical research.Summary: We identify the following areas where consumer neuroscience could contribute to the field of neurology:. First, studies using game paradigms could help to gain further insights into the underlying pathophysiology of pathological gambling in Parkinson's disease, frontotemporal dementia, epilepsy, and Huntington's disease.Second, we identify compulsive buying as a common interest in neurology and consumer neuroscience. Paradigms commonly used in consumer neuroscience could be applied to patients suffering from Parkinson's disease and frontotemporal dementia to advance knowledge of this important behavioral symptom.Third, trust research in the medical context lacks empirical behavioral and neuroscientific evidence. Neurologists entering this field of research could profit from the extensive knowledge of the biological foundation of trust that scientists in economically-orientated neurosciences have gained.Fourth, neurologists could contribute significantly to the ethical debate about invasive methods in neuromarketing and consumer neuroscience. Further, neurologists should investigate biological and behavioral reactions of neurological patients to marketing and advertising measures, as they could show special consumer vulnerability and be subject to target marketing. © 2013 Javor et al.; licensee BioMed Central Ltd.",Compulsive buying; Consumer neuroscience; Ethics; Neurology; Neuromarketing; Pathological gambling; Reward; Trust
Misawa T.; Goto K.; Shimokawa T.; Hirobayashi S.,"Misawa, Tadanobu (10240456800); Goto, Kaori (55387599300); Shimokawa, Tetsuya (35234833800); Hirobayashi, Shigeki (6602573296)",10240456800; 55387599300; 35234833800; 6602573296,A study on distinction of unfamiliar information using NIRS,2012,IEEJ Transactions on Sensors and Micromachines,132,10,,348,354,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867346779&doi=10.1541%2fieejsmas.132.348&partnerID=40&md5=a353e99b843a047445dd14b52d294d9c,"Recent developments in functional neuroimaging technologies have given us a better understanding of the activation of sites in the brain. These technologies have been applied to brain-computer interfaces (BCIs). These technologies have been used in medicine and economics and for decision-making in business, thereby leading to the emergence of new fields of neuroeconomics and neuromarketing. In the current study, we investigate the possibility that brain activity distinguishes unfamiliar information. Typical applications are that a user who encounters unfamiliar information while browsing a website can automatically obtain the details of this information through BCIs without having to perform a web search. In this study, we use near infrared spectroscopy (NIRS) system that acquires data in real time in order to measure brain activity. The results of our experiment indicated that our proposed method allows for the distinguishing of unfamiliar information with about 80% accuracy, as demonstrated in the performance of 60 tasks. So, it is indeed possible to develop a BCI that can distinguish unfamiliar information. © 2012 The Institute of Electrical Engineers of Japan.",Brain-computer interface; Near Infrared Spectroscopy (NIRS); Neuromarketing; Single-trial classification
Lopes A.T.; De Aguiar E.; Oliveira-Santos T.,"Lopes, Andre Teixeira (57146331200); De Aguiar, Edilson (15134999700); Oliveira-Santos, Thiago (36814134400)",57146331200; 15134999700; 36814134400,A Facial Expression Recognition System Using Convolutional Networks,2015,Brazilian Symposium of Computer Graphic and Image Processing,2015-October,,7314574,273,280,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959358247&doi=10.1109%2fSIBGRAPI.2015.14&partnerID=40&md5=143d007bad0100d5a751136de3b0f787,"Facial expression recognition has been an active research area in the past ten years, with a growing application area like avatar animation and neuromarketing. The recognition of facial expressions is not an easy problem for machine learning methods, since different people can vary in the way that they show their expressions. And even an image of the same person in one expression can vary in brightness, background and position. Therefore, facial expression recognition is still a challenging problem in computer vision. In this work, we propose a simple solution for facial expression recognition that uses a combination of standard methods, like Convolutional Network and specific image pre-processing steps. Convolutional networks, and the most machine learning methods, achieve better accuracy depending on a given feature set. Therefore, a study of some image pre-processing operations that extract only expression specific features of a face image is also presented. The experiments were carried out using a largely used public database for this problem. A study of the impact of each image pre-processing operation in the accuracy rate is presented. To the best of our knowledge, our method achieves the best result in the literature, 97.81% of accuracy, and takes less time to train than state-of-the-art methods. © 2015 IEEE.",Computer Vision; Convolutional Networks; Expression Specific Features; Facial Expression; Machine Learning
Kong W.-Z.; Xu S.-J.; Dai G.-J.; Hu S.-Q.,"Kong, Wan-Zeng (12804023400); Xu, Si-Jia (57221221624); Dai, Guo-Jun (7202576846); Hu, San-Qing (7404287101)",12804023400; 57221221624; 7202576846; 7404287101,The survey of digital evaluation of advertising with neuromarketing,2014,Chinese Journal of Biomedical Engineering,33,3,,358,365,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904316126&doi=10.3969%2fj.issn.0258-8021.2014.03.014&partnerID=40&md5=b4b364a0c6988e1f50f3af10fc70119f,"As the development of brain imaging technology, the neuromarketing has been widely studied and successfully used in terms of brand benefits, advertising/marketing, pricing strategies and product promotion. This paper reviewed the state of art of applications in advertising evaluation with neuromarketing in recent years. It also introduced the principles and methods which applied in neuromarketing with functional magnetic resonance imaging (fMRI), electroencephalography (EEG) and magnetoencephalography (MEG), their pros and cons were further discussed. Finally, the existing questioning of their effectiveness and the ethical controversy were reviewed and summarized, also the future direction of neuromarketing was prospected.",Advertising evaluation; Brain imaging; Neuromarketing; Review
Ratzek W.,"Ratzek, Wolfgang (6603767256)",6603767256,The mutations of marketing and libraries,2011,IFLA Journal,37,2,,139,151,12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959483512&doi=10.1177%2f0340035211411071&partnerID=40&md5=8705dc3151a260409120b0e86cf29416,"We live in a conflict-ridden time. No one can be sure to remain unaffected. As a result, all institutions have to communicate their right to exist. This applies to major enterprises as well as to libraries. Integrated marketing offers all of the tools needed for presenting their unique selling propositions (USP). Commercial enterprises as well as powerful non-profit organizations like Greenpeace command a broad range of integrated marketing tools. Yet, only a few libraries utilize marketing in the proper meaning of the word. Libraries often confuse isolated public relations actions with marketing. If they do engage in marketing they prefer - as a rule - the classical tools. This conceptual paper emphasizes the different ways of doing marketing by combining theory and practice. Library projects and services from Germany and Scandinavia illustrate applications of these concepts in the field.© The Author(s) 2011.",ambush marketing; guerilla marketing; library services; neuromarketing; viral marketing
Vecchiato G.; Fallani F.D.V.; Astolfi L.; Toppi J.; Cincotti F.; Mattia D.; Salinari S.; Babiloni F.,"Vecchiato, G. (30567911800); Fallani, F. De Vico (57202866305); Astolfi, L. (6603156928); Toppi, J. (36022079200); Cincotti, F. (7003991802); Mattia, D. (7003828922); Salinari, S. (6701611248); Babiloni, F. (7006787992)",30567911800; 57202866305; 6603156928; 36022079200; 7003991802; 7003828922; 6701611248; 7006787992,"Corrigendum to "" The issue of multiple univariate comparisons in the context of neuroelectric brain mapping: An application in a neuromarketing experiment"" [J. Neurosci. Methods 191 (2010) 283-289]",2011,Journal of Neuroscience Methods,197,2,,340,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955006381&doi=10.1016%2fj.jneumeth.2011.03.002&partnerID=40&md5=ee15420c9f1f6ab56c5eb7b29bd10343,[No abstract available],
Sarrazin S.; Fagot-Largeault A.; Leboyer M.; Houenou J.,"Sarrazin, S. (54396125100); Fagot-Largeault, A. (6603211904); Leboyer, M. (7005287140); Houenou, J. (24075800800)",54396125100; 6603211904; 7005287140; 24075800800,Non-medical applications for brain MRI: Ethical considerations; [Applications non médicales de l'IRM cérébrale: Considérations éthiques],2015,Encephale,41,2,,151,158,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928615106&doi=10.1016%2fj.encep.2013.12.005&partnerID=40&md5=9888169f48a10dfc98200766078ff481,"Introduction. - The recent neuroimaging techniques offer the possibility to better understand complex cognitive processes that are involved in mental disorders and thus have become cornerstone tools for research in psychiatry. The performances of functional magnetic resonance imaging are not limited to medical research and are used in non-medical fields. These recent applications represent new challenges for bioethics. Objective. - In this article we aim at discussing the new ethical issues raised by the applications of the latest neuroimaging technologies to non-medical fields. Methods. -We included a selection of peer-reviewed English medical articles after a search on NCBI Pubmed database and Google scholar from 2000 to 2013. We screened bibliographical tables for supplementary references. Websites of governmental French institutions implicated in ethical questions were also screened for governmental reports. Results. - Findings of brain areas supporting emotional responses and regulation have been used for marketing research, also called neuromarketing. The discovery of different brain activation patterns in antisocial disorder has led to changes in forensic psychiatry with the use of imaging techniques with unproven validity. Automated classification algorithms and multivariate statistical analyses of brain images have been applied to brain-reading techniques, aiming at predicting unconscious neural processes in humans. We finally report the current position of the French legislation recently revised and discuss the technical limits of such techniques. Discussion. - In the near future, brain imaging could find clinical applications in psychiatry as diagnostic or predictive tools. However, the latest advances in brain imaging are also used in non-scientific fields raising key ethical questions. Involvement of neuroscientists, psychiatrists, physicians but also of citizens in neuroethics discussions is crucial to challenge the risk of unregulated uses of brain imaging. © 2014 L'Encéphale, Paris.",Ethics; Magnetic resonance imaging; Neuroscience; Psychiatry
Sałabun W.; Karczmarczyk A.; Mejsner P.,"Sałabun, Wojciech (55521789300); Karczmarczyk, Artur (57195395933); Mejsner, Piotr (57475710200)",55521789300; 57195395933; 57475710200,Experimental Study of Color Contrast Influence in Internet Advertisements with Eye Tracker Usage,2017,Springer Proceedings in Business and Economics,,,,365,375,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101013866&doi=10.1007%2f978-3-319-62938-4_24&partnerID=40&md5=12ee1a6505025789ccfbc4c47a4f547a,"In the last decade, the number of practical applications that use eye tracker devices has significantly increased. Nowadays, eye tracking is a very important part of neuromarketing and experimental economics research. This chapter presents the experiment with eye tracking usage that was conducted to check how the contrast of advertisements influences their effectiveness. The main motivation for this research is the fact that it is very difficult to gain consumer’s attention in online systems. The experiment was aimed to detect the relations between the contrast of advertising units, its location within the site, and the level of the recipient’s interest based on absorption and attention. The results of the experiment are presented and discussed. © 2017, Springer International Publishing AG.",Advertising content; Contrast; Eye tracking
Ulman Y.I.; Cakar T.; Yildiz G.,"Ulman, Yesim Isil (8694295000); Cakar, Tuna (56329345400); Yildiz, Gokcen (57209033498)",8694295000; 56329345400; 57209033498,"Ethical Issues in Neuromarketing: “I Consume, Therefore I am!”",2015,Science and Engineering Ethics,21,5,,1271,1284,13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941884493&doi=10.1007%2fs11948-014-9581-5&partnerID=40&md5=7697a34cddeefb640ed94a7de302df91,"Neuromarketing is a recent interdisciplinary field which crosses traditional boundaries between neuroscience, neuroeconomics and marketing research. Since this nascent field is primarily concerned with improving marketing strategies and promoting sales, there has been an increasing public aversion and protest against it. These protests can be exemplified by the reactions observed lately in Baylor School of Medicine and Emory University in the United States. The most recent attempt to stop ongoing neuromarketing research in France is also remarkable. The pertaining ethical issues have been continuously attracting much attention, especially since the number of neuromarketing companies has exceeded 300 world-wide. This paper begins with a brief introduction to the field of neurotechnology by presenting its current capabilities and limitations. Then, it will focus on the ethical issues and debates most related with the recent applications of this technology. The French Parliament’s revision of rules on bioethics in 2004 has an exemplary role in our discussion. The proposal by Murphy et al. (2008) has attracted attention to the necessity of ethical codes structuring this field. A code has recently been declared by the Neuromarketing Science and Business Association. In this paper, it is argued that these technologies should be sufficiently discussed in public spheres and its use on humans should be fully carried out according to the ethical principles and legal regulations designed in line with human rights and human dignity. There is an urgent need in the interdisciplinary scientific bodies like ethics committees monitoring the research regarding the scientific and ethical values of nonmaleficence, beneficence, autonomy, confidentiality, right to privacy and protection of vulnerable groups. © 2014, Springer Science+Business Media Dordrecht.",Ethical issues; Human dignity; Neuromarketing; Neuroscience; Public engagement
De Oliveira J.H.C.; De Moura Engracia Giraldi J.; Jabbour C.J.C.; Netto C.F.; Betti K.C.M.,"De Oliveira, Jorge Henrique Caldeira (36520840200); De Moura Engracia Giraldi, Janaina (57214166974); Jabbour, Charbel José Chiappetta (15757819200); Netto, Cristina Ferreira (57196558320); Betti, Kelley Cristine Mazzetto (56440201500)",36520840200; 57214166974; 15757819200; 57196558320; 56440201500,Improving business innovation and research through the application of neuromarketing with ethics: A framework,2015,International Journal of Business Innovation and Research,9,1,,52,64,12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84915756123&doi=10.1504%2fIJBIR.2015.065953&partnerID=40&md5=21388d57373ec6292382ce7c394ced0f,"The objective of this paper is to analyse and to discuss the ethical issues in the field of research known as neuromarketing, a tool used to improve innovation in companies. It uses techniques available to neuroscientists, both newer and more sophisticated ones along with traditional ones, but now for new purposes. From the beginning, this new area has evoked discussions about ethical aspects related to the results presented. Despite the unrestricted controversy surrounding the theme, few studies have discussed ethical issues involved in this line of research in a pragmatic manner. In this sense, this paper seeks to analyse and discuss ethical issues in neuromarketing research through a literature review and the proposal for a framework of ethical mapping. This framework revealed the ethical implications that would be most prominent in certain research situations: the purpose of utilising neuromarketing techniques, organisational type, and industrial sector, among others. © 2015 Inderscience Enterprises Ltd.",Ethical issues; Innovation; Marketing; Neuroeconomics; Neuromarketing; Social neuroscience
Suomala J.,"Suomala, Jyrki (14054794100)",14054794100,Benefits of neuromarketing in the product/service innovation process and creative marketing campaign,2017,"Innovative Research Methodologies in Management: Volume II: Futures, Biometrics and Neuroscience Research",,,,159,177,18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042822691&doi=10.1007%2f978-3-319-64400-4_7&partnerID=40&md5=3d90fa78204479b5ff6183df02409aa3,"Most of the neuroscientific studies try to find neural correlations between specific stimuli and brain circuits’ activation patterns. However, the brain-as-prediction approach tries to find brain circuits’ activation patterns during persuasive messages, which predict human behaviour in the future situations. The chapter describes the brain valuation circuits, whose activation pattern has been found critical for the prediction of human behaviour in the future. In addition, the most common examples about the brain’s valuation system will be presented from management point of view. Whereas the academic community has produced a lot of research with neuroscientific tools, there is still a lot of room for applications of neuroscience to the innovation and marketing campaign processes. Thus, the chapter describes different stakeholders who can cooperate in order to find optimal products and optimal marketing campaign by using neuromarketing. Because the innovation process includes much uncertainty, it is very critical to encourage all participants to collaborate in the process. The chapter describes the benefits of this collaboration from management point of view. In addition, the concrete examples of how researchers and business innovators together can apply the neuromarketing in order to solve concrete innovation and management problems will be presented. Finally, the future’s opportunities of neuromarketing in innovation processes will be presented. © The Author(s) 2018.",Idea generation; Innovation; Neuromarketing; Neuroscience; Prediction
Plassmann H.; Ramsøy T.Z.; Milosavljevic M.,"Plassmann, Hilke (21739955000); Ramsøy, Thomas Zoëga (55369428900); Milosavljevic, Milica (24822987400)",21739955000; 55369428900; 24822987400,Branding the brain: A critical review and outlook,2012,Journal of Consumer Psychology,22,1,,18,36,18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857795772&doi=10.1016%2fj.jcps.2011.11.010&partnerID=40&md5=66dca863729a3589da1f234028b86ed8,"The application of neuroscience to marketing, and in particular to the consumer psychology of brands, has gained popularity over the past decade in the academic and the corporate world. In this paper, we provide an overview of the current and previous research in this area and explain why researchers and practitioners alike are excited about applying neuroscience to the consumer psychology of brands. We identify critical issues of past research and discuss how to address these issues in future research. We conclude with our vision of the future potential of research at the intersection of neuroscience and consumer psychology. © 2011 Society for Consumer Psychology.",Attention; Branding; Consumer neuroscience; Memory; Neuromarketing; Value
